First Name,Last Name,Position,Season Type,From,To,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS,,G,GS,MIN,FGM,FGA,FG%,3FGM,3FGA,3FG%,FTM,FTA,FT%,OFF,DEF,REB,AST,STL,BLK,TO,PF,PTS
Rory,White,F,Playoffs,(1982-83),(1982-83),3,,40,7,14,50%,0,1,0%,2,4,50%,1,9,10,0,0,0,1,4,16,,---,---,13.33,2.33,4.67,50%,0.00,0.33,0%,0.67,1.33,50%,0.33,3.00,3.33,0.00,0.00,0.00,0.33,1.33,5.33
Rudy,White,G,Playoffs,(1976-77),(1976-77),1,,2,1,3,33%,---,---,---,0,0,,1,0,1,0,1,0,---,0,2,,---,---,2.00,1.00,3.00,33%,---,---,---,0.00,0.00,,1.00,0.00,1.00,0.00,1.00,0.00,---,0.00,2.00
Jo Jo,White,G,Playoffs,(1971-72),(1976-77),80,,"3,428",732,"1,629",45%,---,---,---,256,309,83%,57,178,348,452,63,7,---,241,"1,720",,---,---,42.85,9.15,20.36,45%,---,---,---,3.20,3.86,83%,0.71,2.23,4.35,5.65,0.79,0.09,---,3.01,21.50
Jerome,Whitehead,C-F,Playoffs,(1986-87),(1986-87),10,0,100,9,27,33%,0,0,,4,10,40%,5,9,14,3,2,2,1,22,22,,---,---,10.00,0.90,2.70,33%,0.00,0.00,,0.40,1.00,40%,0.50,0.90,1.40,0.30,0.20,0.20,0.10,2.20,2.20
Hassan,Whiteside,C,Playoffs,(2015-16),(2019-20),20,18,474,69,113,61%,1,1,100%,41,71,58%,43,131,174,6,9,44,31,67,180,,---,---,23.70,3.45,5.65,61%,0.05,0.05,100%,2.05,3.55,58%,2.15,6.55,8.70,0.30,0.45,2.20,1.55,3.35,9.00
Chris,Whitney,G,Playoffs,(1996-97),(2002-03),10,0,131,10,26,38%,6,13,46%,3,3,100%,3,10,13,9,2,2,7,22,29,,---,---,13.10,1.00,2.60,38%,0.60,1.30,46%,0.30,0.30,100%,0.30,1.00,1.30,0.90,0.20,0.20,0.70,2.20,2.90
Sidney,Wicks,F-C,Playoffs,(1976-77),(1976-77),9,,261,42,81,52%,---,---,---,34,47,72%,26,57,83,16,13,3,---,37,118,,---,---,29.00,4.67,9.00,52%,---,---,---,3.78,5.22,72%,2.89,6.33,9.22,1.78,1.44,0.33,---,4.11,13.11
Murray,Wier,G,Playoffs,(1949-50),(1949-50),3,---,---,3,9,33%,---,---,---,4,8,50%,---,---,---,0,---,---,---,4,10,,---,---,---,1.00,3.00,33%,---,---,---,1.33,2.67,50%,---,---,---,0.00,---,---,---,1.33,3.33
Bob,Wiesenhahn,F,Playoffs,(1961-62),(1961-62),2,---,6,1,4,25%,---,---,---,1,1,100%,---,---,2,0,---,---,---,0,3,,---,---,3.00,0.50,2.00,25%,---,---,---,0.50,0.50,100%,---,---,1.00,0.00,---,---,---,0.00,1.50
Andrew,Wiggins,F,Playoffs,(2017-18),(2017-18),5,5,164,30,68,44%,7,21,33%,12,20,60%,5,21,26,10,2,2,9,14,79,,---,---,32.80,6.00,13.60,44%,1.40,4.20,33%,2.40,4.00,60%,1.00,4.20,5.20,2.00,0.40,0.40,1.80,2.80,15.80
Mitchell,Wiggins,G,Playoffs,(1984-85),(1989-90),29,0,539,105,212,50%,0,3,0%,23,31,74%,45,48,93,34,19,3,34,55,233,,---,---,18.59,3.62,7.31,50%,0.00,0.10,0%,0.79,1.07,74%,1.55,1.66,3.21,1.17,0.66,0.10,1.17,1.90,8.03
C.J.,Wilcox,G,Playoffs,(2015-16),(2015-16),2,0,7,0,1,0%,0,0,,0,0,,0,1,1,1,0,0,0,1,0,,---,---,3.50,0.00,0.50,0%,0.00,0.00,,0.00,0.00,,0.00,0.50,0.50,0.50,0.00,0.00,0.00,0.50,0.00
Chris,Wilcox,F,Playoffs,(2012-13),(2012-13),2,0,6,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,,---,---,3.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00
D.C.,Wilcutt,G,Playoffs,(1948-49),(1948-49),2,---,---,3,7,43%,---,---,---,0,0,,---,---,---,4,---,---,---,2,6,,---,---,---,1.50,3.50,43%,---,---,---,0.00,0.00,,---,---,---,2.00,---,---,---,1.00,3.00
Michael,Wiley,F,Playoffs,(1980-81),(1980-81),3,,5,0,1,0%,0,0,,2,2,100%,0,0,0,0,0,0,0,2,2,,---,---,1.67,0.00,0.33,0%,0.00,0.00,,0.67,0.67,100%,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.67
Gene,Wiley,C,Playoffs,(1962-63),(1965-66),27,---,710,52,103,50%,---,---,---,16,37,43%,---,---,272,34,---,---,---,80,120,,---,---,26.30,1.93,3.81,50%,---,---,---,0.59,1.37,43%,---,---,10.07,1.26,---,---,---,2.96,4.44
Win,Wilfong,G-F,Playoffs,(1957-58),(1958-59),16,---,208,26,88,30%,---,---,---,28,39,72%,---,---,47,28,---,---,---,31,80,,---,---,13.00,1.63,5.50,30%,---,---,---,1.75,2.44,72%,---,---,2.94,1.75,---,---,---,1.94,5.00
Lenny,Wilkens,G,Playoffs,(1960-61),(1967-68),64,---,"2,403",359,899,40%,---,---,---,313,407,77%,---,---,373,372,---,---,---,258,"1,031",,---,---,37.55,5.61,14.05,40%,---,---,---,4.89,6.36,77%,---,---,5.83,5.81,---,---,---,4.03,16.11
Bob,Wilkerson,G-F,Playoffs,(1977-78),(1980-81),22,,679,86,220,39%,0,1,0%,32,50,64%,33,80,113,107,27,6,42,75,204,,---,---,30.86,3.91,10.00,39%,0.00,0.05,0%,1.45,2.27,64%,1.50,3.64,5.14,4.86,1.23,0.27,1.91,3.41,9.27
Jamaal,Wilkes,F-G,Playoffs,(1974-75),(1983-84),113,,"3,799",785,"1,689",46%,0,6,0%,250,344,73%,251,467,718,246,137,53,145,326,"1,820",,---,---,33.62,6.95,14.95,46%,0.00,0.05,0%,2.21,3.04,73%,2.22,4.13,6.35,2.18,1.21,0.47,1.28,2.88,16.11
James,Wilkes,F,Playoffs,(1980-81),(1980-81),2,,5,0,1,0%,0,0,,0,0,,0,1,1,1,1,0,2,0,0,,---,---,2.50,0.00,0.50,0%,0.00,0.00,,0.00,0.00,,0.00,0.50,0.50,0.50,0.50,0.00,1.00,0.00,0.00
Damien,Wilkins,F,Playoffs,(2004-05),(2010-11),15,0,175,23,49,47%,3,13,23%,4,9,44%,12,14,26,4,12,3,10,19,53,,---,---,11.67,1.53,3.27,47%,0.20,0.87,23%,0.27,0.60,44%,0.80,0.93,1.73,0.27,0.80,0.20,0.67,1.27,3.53
Dominique,Wilkins,F-G,Playoffs,(1982-83),(1998-99),56,47,"2,172",515,"1,201",43%,27,96,28%,366,444,82%,158,217,375,143,73,35,153,123,"1,423",,---,---,38.79,9.20,21.45,43%,0.48,1.71,28%,6.54,7.93,82%,2.82,3.88,6.70,2.55,1.30,0.63,2.73,2.20,25.41
Gerald,Wilkins,G-F,Playoffs,(1987-88),(1996-97),55,41,"1,686",292,661,44%,22,79,28%,105,131,80%,50,103,153,190,52,10,91,137,711,,---,---,30.65,5.31,12.02,44%,0.40,1.44,28%,1.91,2.38,80%,0.91,1.87,2.78,3.45,0.95,0.18,1.65,2.49,12.93
Eddie Lee,Wilkins,F-C,Playoffs,(1988-89),(1990-91),15,0,93,18,35,51%,0,0,,12,23,52%,12,12,24,0,2,0,8,14,48,,---,---,6.20,1.20,2.33,51%,0.00,0.00,,0.80,1.53,52%,0.80,0.80,1.60,0.00,0.13,0.00,0.53,0.93,3.20
Jeff,Wilkins,C-F,Playoffs,(1983-84),(1985-86),24,0,478,81,176,46%,0,1,0%,44,57,77%,23,92,115,18,4,12,26,65,206,,---,---,19.92,3.38,7.33,46%,0.00,0.04,0%,1.83,2.38,77%,0.96,3.83,4.79,0.75,0.17,0.50,1.08,2.71,8.58
Mike,Wilks,G,Playoffs,(2002-03),(2003-04),6,0,12,1,2,50%,1,1,100%,0,0,,0,0,0,1,0,0,1,0,3,,---,---,2.00,0.17,0.33,50%,0.17,0.17,100%,0.00,0.00,,0.00,0.00,0.00,0.17,0.00,0.00,0.17,0.00,0.50
Grant,Williams,F,Playoffs,(2019-20),(2019-20),17,0,170,15,26,58%,10,17,59%,7,10,70%,7,19,26,6,2,5,4,33,47,,---,---,10.00,0.88,1.53,58%,0.59,1.00,59%,0.41,0.59,70%,0.41,1.12,1.53,0.35,0.12,0.29,0.24,1.94,2.76
Robert,Williams,C,Playoffs,(2018-19),(2019-20),16,0,162,24,33,73%,0,1,0%,4,8,50%,23,35,58,10,3,6,7,19,52,,---,---,10.13,1.50,2.06,73%,0.00,0.06,0%,0.25,0.50,50%,1.44,2.19,3.63,0.63,0.19,0.38,0.44,1.19,3.25
Lou,Williams,G,Playoffs,(2007-08),(2019-20),71,0,"1,796",304,774,39%,61,238,26%,207,257,81%,30,143,173,211,62,6,108,112,876,,---,---,25.30,4.28,10.90,39%,0.86,3.35,26%,2.92,3.62,81%,0.42,2.01,2.44,2.97,0.87,0.08,1.52,1.58,12.34
Marvin,Williams,F,Playoffs,(2007-08),(2019-20),59,34,"1,409",138,365,38%,29,75,39%,92,110,84%,72,184,256,45,36,25,44,101,397,,---,---,23.88,2.34,6.19,38%,0.49,1.27,39%,1.56,1.86,84%,1.22,3.12,4.34,0.76,0.61,0.42,0.75,1.71,6.73
Derrick,Williams,F,Playoffs,(2016-17),(2016-17),8,0,38,8,15,53%,3,5,60%,2,2,100%,1,2,3,4,0,1,3,0,21,,---,---,4.75,1.00,1.88,53%,0.38,0.63,60%,0.25,0.25,100%,0.13,0.25,0.38,0.50,0.00,0.13,0.38,0.00,2.63
Troy,Williams,F,Playoffs,(2016-17),(2016-17),5,0,19,0,9,0%,0,5,0%,1,2,50%,2,5,7,1,0,0,2,0,1,,---,---,3.80,0.00,1.80,0%,0.00,1.00,0%,0.20,0.40,50%,0.40,1.00,1.40,0.20,0.00,0.00,0.40,0.00,0.20
Deron,Williams,G,Playoffs,(2006-07),(2016-17),90,72,"3,002",474,"1,081",44%,137,349,39%,327,407,80%,47,237,284,630,91,21,244,239,"1,412",,---,---,33.36,5.27,12.01,44%,1.52,3.88,39%,3.63,4.52,80%,0.52,2.63,3.16,7.00,1.01,0.23,2.71,2.66,15.69
Mo,Williams,G,Playoffs,(2005-06),(2015-16),62,25,"1,511",220,538,41%,74,224,33%,93,115,81%,15,94,109,160,30,8,95,138,607,,---,---,24.37,3.55,8.68,41%,1.19,3.61,33%,1.50,1.85,81%,0.24,1.52,1.76,2.58,0.48,0.13,1.53,2.23,9.79
Terrence,Williams,F,Playoffs,(2012-13),(2012-13),5,0,48,2,10,20%,0,3,0%,1,2,50%,1,9,10,6,0,1,4,3,5,,---,---,9.60,0.40,2.00,20%,0.00,0.60,0%,0.20,0.40,50%,0.20,1.80,2.00,1.20,0.00,0.20,0.80,0.60,1.00
Sean,Williams,F,Playoffs,(2011-12),(2011-12),2,0,6,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,,---,---,3.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.50,0.50,0.00,0.00,0.00,0.50,0.50,0.00
Shawne,Williams,F,Playoffs,(2010-11),(2010-11),4,0,101,10,24,42%,6,14,43%,6,8,75%,4,10,14,5,4,4,4,8,32,,---,---,25.25,2.50,6.00,42%,1.50,3.50,43%,1.50,2.00,75%,1.00,2.50,3.50,1.25,1.00,1.00,1.00,2.00,8.00
Shelden,Williams,F,Playoffs,(2009-10),(2009-10),8,0,57,4,9,44%,0,0,,5,6,83%,2,11,13,0,1,0,6,8,13,,---,---,7.13,0.50,1.13,44%,0.00,0.00,,0.63,0.75,83%,0.25,1.38,1.63,0.00,0.13,0.00,0.75,1.00,1.63
Jawad,Williams,F,Playoffs,(2009-10),(2009-10),3,0,4,0,2,0%,0,2,0%,0,0,,0,0,0,0,0,0,0,1,0,,---,---,1.33,0.00,0.67,0%,0.00,0.67,0%,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.00
Jason,Williams,G,Playoffs,(1998-99),(2009-10),67,53,"1,733",198,504,39%,81,262,31%,80,90,89%,11,116,127,221,51,2,101,109,557,,---,---,25.87,2.96,7.52,39%,1.21,3.91,31%,1.19,1.34,89%,0.16,1.73,1.90,3.30,0.76,0.03,1.51,1.63,8.31
Marcus D.,Williams,G,Playoffs,(2006-07),(2006-07),12,0,78,12,36,33%,1,13,8%,4,5,80%,3,7,10,13,1,0,12,4,29,,---,---,6.50,1.00,3.00,33%,0.08,1.08,8%,0.33,0.42,80%,0.25,0.58,0.83,1.08,0.08,0.00,1.00,0.33,2.42
Shammond,Williams,G,Playoffs,(1999-00),(2006-07),15,2,235,34,72,47%,11,24,46%,13,18,72%,5,13,18,32,11,1,16,15,92,,---,---,15.67,2.27,4.80,47%,0.73,1.60,46%,0.87,1.20,72%,0.33,0.87,1.20,2.13,0.73,0.07,1.07,1.00,6.13
Frank,Williams,G,Playoffs,(2003-04),(2003-04),4,0,74,6,22,27%,4,13,31%,3,5,60%,1,1,2,5,3,0,4,13,19,,---,---,18.50,1.50,5.50,27%,1.00,3.25,31%,0.75,1.25,60%,0.25,0.25,0.50,1.25,0.75,0.00,1.00,3.25,4.75
Aaron,Williams,F-C,Playoffs,(1997-98),(2003-04),53,0,912,114,238,48%,0,1,0%,69,89,78%,65,115,180,38,14,41,52,173,297,,---,---,17.21,2.15,4.49,48%,0.00,0.02,0%,1.30,1.68,78%,1.23,2.17,3.40,0.72,0.26,0.77,0.98,3.26,5.60
Scott,Williams,F-C,Playoffs,(1990-91),(2003-04),94,23,"1,504",201,419,48%,0,4,0%,85,134,63%,154,280,434,58,38,74,69,254,487,,---,---,16.00,2.14,4.46,48%,0.00,0.04,0%,0.90,1.43,63%,1.64,2.98,4.62,0.62,0.40,0.79,0.73,2.70,5.18
Eric,Williams,F,Playoffs,(2001-02),(2002-03),26,18,797,80,182,44%,17,45,38%,44,57,77%,30,72,102,38,34,4,23,95,221,,---,---,30.65,3.08,7.00,44%,0.65,1.73,38%,1.69,2.19,77%,1.15,2.77,3.92,1.46,1.31,0.15,0.88,3.65,8.50
Walt,Williams,F-G,Playoffs,(1995-96),(2002-03),35,6,584,76,188,40%,36,97,37%,27,37,73%,23,62,85,40,14,16,32,77,215,,---,---,16.69,2.17,5.37,40%,1.03,2.77,37%,0.77,1.06,73%,0.66,1.77,2.43,1.14,0.40,0.46,0.91,2.20,6.14
Monty,Williams,F,Playoffs,(1994-95),(2002-03),30,3,264,34,73,47%,0,2,0%,15,26,58%,23,33,56,10,5,2,18,29,83,,---,---,8.80,1.13,2.43,47%,0.00,0.07,0%,0.50,0.87,58%,0.77,1.10,1.87,0.33,0.17,0.07,0.60,0.97,2.77
Alvin,Williams,G,Playoffs,(1999-00),(2001-02),18,17,683,93,235,40%,13,42,31%,26,36,72%,8,51,59,78,21,10,24,46,225,,---,---,37.94,5.17,13.06,40%,0.72,2.33,31%,1.44,2.00,72%,0.44,2.83,3.28,4.33,1.17,0.56,1.33,2.56,12.50
Jerome,Williams,F,Playoffs,(1996-97),(2001-02),25,6,508,47,100,47%,0,0,,27,51,53%,55,79,134,22,27,7,18,57,121,,---,---,20.32,1.88,4.00,47%,0.00,0.00,,1.08,2.04,53%,2.20,3.16,5.36,0.88,1.08,0.28,0.72,2.28,4.84
Herb,Williams,C-F,Playoffs,(1986-87),(1998-99),57,4,538,61,130,47%,0,0,,31,42,74%,25,53,78,17,10,25,25,83,153,,---,---,9.44,1.07,2.28,47%,0.00,0.00,,0.54,0.74,74%,0.44,0.93,1.37,0.30,0.18,0.44,0.44,1.46,2.68
Travis,Williams,F,Playoffs,(1997-98),(1997-98),4,0,18,1,3,33%,0,0,,3,4,75%,1,4,5,0,1,1,0,3,5,,---,---,4.50,0.25,0.75,33%,0.00,0.00,,0.75,1.00,75%,0.25,1.00,1.25,0.00,0.25,0.25,0.00,0.75,1.25
Jayson,Williams,F-C,Playoffs,(1990-91),(1997-98),9,2,143,13,29,45%,0,0,,4,8,50%,25,24,49,5,2,3,5,14,30,,---,---,15.89,1.44,3.22,45%,0.00,0.00,,0.44,0.89,50%,2.78,2.67,5.44,0.56,0.22,0.33,0.56,1.56,3.33
Micheal,Williams,G,Playoffs,(1988-89),(1997-98),16,8,353,54,123,44%,4,12,33%,63,74,85%,11,24,35,79,27,1,22,50,175,,---,---,22.06,3.38,7.69,44%,0.25,0.75,33%,3.94,4.63,85%,0.69,1.50,2.19,4.94,1.69,0.06,1.38,3.13,10.94
Hot Rod,Williams,F-C,Playoffs,(1987-88),(1997-98),57,15,"1,669",230,480,48%,0,1,0%,161,223,72%,122,236,358,100,47,70,85,180,621,,---,---,29.28,4.04,8.42,48%,0.00,0.02,0%,2.82,3.91,72%,2.14,4.14,6.28,1.75,0.82,1.23,1.49,3.16,10.89
Buck,Williams,F-C,Playoffs,(1981-82),(1997-98),108,77,"3,710",436,839,52%,1,2,50%,338,503,67%,351,590,941,113,90,70,190,386,"1,211",,---,---,34.35,4.04,7.77,52%,0.01,0.02,50%,3.13,4.66,67%,3.25,5.46,8.71,1.05,0.83,0.65,1.76,3.57,11.21
Lorenzo,Williams,F-C,Playoffs,(1992-93),(1996-97),3,0,8,1,1,100%,0,0,,0,0,,1,0,1,0,0,0,0,1,2,,---,---,2.67,0.33,0.33,100%,0.00,0.00,,0.00,0.00,,0.33,0.00,0.33,0.00,0.00,0.00,0.00,0.33,0.67
Reggie,Williams,F-G,Playoffs,(1989-90),(1994-95),24,15,538,79,212,37%,24,65,37%,35,43,81%,28,60,88,57,14,13,36,72,217,,---,---,22.42,3.29,8.83,37%,1.00,2.71,37%,1.46,1.79,81%,1.17,2.50,3.67,2.38,0.58,0.54,1.50,3.00,9.04
Kenny,Williams,F,Playoffs,(1990-91),(1993-94),17,0,105,10,26,38%,0,0,,2,6,33%,6,11,17,7,6,5,6,20,22,,---,---,6.18,0.59,1.53,38%,0.00,0.00,,0.12,0.35,33%,0.35,0.65,1.00,0.41,0.35,0.29,0.35,1.18,1.29
John,Williams,F-C,Playoffs,(1986-87),(1992-93),13,5,332,35,80,44%,2,5,40%,24,41,59%,20,34,54,30,15,4,20,38,96,,---,---,25.54,2.69,6.15,44%,0.15,0.38,40%,1.85,3.15,59%,1.54,2.62,4.15,2.31,1.15,0.31,1.54,2.92,7.38
Kevin,Williams,G,Playoffs,(1984-85),(1987-88),21,0,332,53,112,47%,0,4,0%,30,40,75%,25,17,42,40,19,1,14,60,136,,---,---,15.81,2.52,5.33,47%,0.00,0.19,0%,1.43,1.90,75%,1.19,0.81,2.00,1.90,0.90,0.05,0.67,2.86,6.48
Pete,Williams,F,Playoffs,(1985-86),(1985-86),4,0,18,2,4,50%,0,1,0%,0,0,,1,3,4,3,0,0,0,2,4,,---,---,4.50,0.50,1.00,50%,0.00,0.25,0%,0.00,0.00,,0.25,0.75,1.00,0.75,0.00,0.00,0.00,0.50,1.00
Gus,Williams,G,Playoffs,(1975-76),(1985-86),99,9,"3,215",782,"1,644",48%,9,39,23%,356,483,74%,136,172,308,469,174,40,201,243,"1,929",,---,---,32.47,7.90,16.61,48%,0.09,0.39,23%,3.60,4.88,74%,1.37,1.74,3.11,4.74,1.76,0.40,2.03,2.45,19.48
Sam K.,Williams,F,Playoffs,(1983-84),(1984-85),9,0,81,3,14,21%,0,0,,4,12,33%,5,13,18,3,2,6,9,9,10,,---,---,9.00,0.33,1.56,21%,0.00,0.00,,0.44,1.33,33%,0.56,1.44,2.00,0.33,0.22,0.67,1.00,1.00,1.11
Ray,Williams,G,Playoffs,(1977-78),(1984-85),40,0,889,166,412,40%,7,35,20%,86,106,81%,39,71,110,202,43,2,106,128,425,,---,---,22.23,4.15,10.30,40%,0.18,0.88,20%,2.15,2.65,81%,0.98,1.78,2.75,5.05,1.08,0.05,2.65,3.20,10.63
Rob,Williams,G,Playoffs,(1982-83),(1983-84),12,,283,45,101,45%,7,16,44%,17,19,89%,7,25,32,61,11,2,27,46,114,,---,---,23.58,3.75,8.42,45%,0.58,1.33,44%,1.42,1.58,89%,0.58,2.08,2.67,5.08,0.92,0.17,2.25,3.83,9.50
Sly,Williams,F-G,Playoffs,(1980-81),(1982-83),7,,138,29,59,49%,1,1,100%,3,3,100%,14,16,30,11,6,1,15,11,62,,---,---,19.71,4.14,8.43,49%,0.14,0.14,100%,0.43,0.43,100%,2.00,2.29,4.29,1.57,0.86,0.14,2.14,1.57,8.86
Freeman,Williams,G-F,Playoffs,(1981-82),(1981-82),1,,4,0,2,0%,0,1,0%,0,0,,0,0,0,0,0,0,0,0,0,,---,---,4.00,0.00,2.00,0%,0.00,1.00,0%,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ron,Williams,G,Playoffs,(1968-69),(1973-74),32,,671,104,248,42%,---,---,---,52,59,88%,6,21,57,94,9,3,---,76,260,,---,---,20.97,3.25,7.75,42%,---,---,---,1.63,1.84,88%,0.19,0.66,1.78,2.94,0.28,0.09,---,2.38,8.13
Art,Williams,G,Playoffs,(1968-69),(1973-74),39,,527,68,163,42%,---,---,---,31,43,72%,4,19,95,135,7,0,---,90,167,,---,---,13.51,1.74,4.18,42%,---,---,---,0.79,1.10,72%,0.10,0.49,2.44,3.46,0.18,0.00,---,2.31,4.28
Sam H.,Williams,G,Playoffs,(1969-70),(1969-70),2,---,16,4,7,57%,---,---,---,0,2,0%,---,---,4,1,---,---,---,5,8,,---,---,8.00,2.00,3.50,57%,---,---,---,0.00,1.00,0%,---,---,2.00,0.50,---,---,---,2.50,4.00
Nigel,Williams-Goss,G,Playoffs,(2019-20),(2019-20),1,0,2,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,,---,---,2.00,0.00,0.00,,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00
Corliss,Williamson,F,Playoffs,(1995-96),(2005-06),66,10,"1,099",175,401,44%,0,4,0%,146,187,78%,67,106,173,50,23,11,81,163,496,,---,---,16.65,2.65,6.08,44%,0.00,0.06,0%,2.21,2.83,78%,1.02,1.61,2.62,0.76,0.35,0.17,1.23,2.47,7.52
John,Williamson,G,Playoffs,(1978-79),(1979-80),4,,123,34,81,42%,2,6,33%,16,19,84%,4,4,8,9,4,0,18,15,86,,---,---,30.75,8.50,20.25,42%,0.50,1.50,33%,4.00,4.75,84%,1.00,1.00,2.00,2.25,1.00,0.00,4.50,3.75,21.50
Kevin,Willis,F-C,Playoffs,(1985-86),(2003-04),98,54,"2,377",398,823,48%,3,14,21%,171,247,69%,234,403,637,60,60,39,129,294,970,,---,---,24.26,4.06,8.40,48%,0.03,0.14,21%,1.74,2.52,69%,2.39,4.11,6.50,0.61,0.61,0.40,1.32,3.00,9.90
Bill,Willoughby,F-C,Playoffs,(1980-81),(1983-84),24,,447,44,121,36%,0,1,0%,32,42,76%,33,61,94,23,14,19,24,45,120,,---,---,18.63,1.83,5.04,36%,0.00,0.04,0%,1.33,1.75,76%,1.38,2.54,3.92,0.96,0.58,0.79,1.00,1.88,5.00
D.J.,Wilson,F,Playoffs,(2018-19),(2018-19),8,0,43,8,16,50%,1,5,20%,2,2,100%,1,9,10,4,0,1,7,7,19,,---,---,5.38,1.00,2.00,50%,0.13,0.63,20%,0.25,0.25,100%,0.13,1.13,1.25,0.50,0.00,0.13,0.88,0.88,2.38
Ricky,Wilson,G,Playoffs,(1987-88),(1987-88),2,0,9,0,2,0%,0,0,,0,0,,0,0,0,1,0,0,1,2,0,,---,---,4.50,0.00,1.00,0%,0.00,0.00,,0.00,0.00,,0.00,0.00,0.00,0.50,0.00,0.00,0.50,1.00,0.00
Rick,Wilson,G,Playoffs,(1978-79),(1978-79),1,,1,0,0,,---,---,---,0,0,,0,0,0,0,0,0,0,0,0,,---,---,1.00,0.00,0.00,,---,---,---,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bobby E.,Wilson,G,Playoffs,(1974-75),(1974-75),10,,93,17,41,41%,---,---,---,10,12,83%,2,9,11,4,4,0,---,10,44,,---,---,9.30,1.70,4.10,41%,---,---,---,1.00,1.20,83%,0.20,0.90,1.10,0.40,0.40,0.00,---,1.00,4.40
George,Wilson,C,Playoffs,(1964-65),(1969-70),12,---,101,8,31,26%,---,---,---,7,11,64%,---,---,42,10,---,---,---,20,23,,---,---,8.42,0.67,2.58,26%,---,---,---,0.58,0.92,64%,---,---,3.50,0.83,---,---,---,1.67,1.92
Kyle,Wiltjer,F,Playoffs,(2016-17),(2016-17),1,0,5,1,1,100%,1,1,100%,0,0,,0,0,0,0,0,0,0,0,3,,---,---,5.00,1.00,1.00,100%,1.00,1.00,100%,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
Kennard,Winchester,G-F,Playoffs,(1991-92),(1991-92),3,0,11,3,5,60%,0,0,,0,1,0%,0,0,0,2,0,0,1,0,6,,---,---,3.67,1.00,1.67,60%,0.00,0.00,,0.00,0.33,0%,0.00,0.00,0.00,0.67,0.00,0.00,0.33,0.00,2.00
Lee,Winfield,G,Playoffs,(1973-74),(1974-75),7,,77,7,18,39%,---,---,---,4,7,57%,5,6,11,11,3,1,---,10,18,,---,---,11.00,1.00,2.57,39%,---,---,---,0.57,1.00,57%,0.71,0.86,1.57,1.57,0.43,0.14,---,1.43,2.57
David,Wingate,G-F,Playoffs,(1986-87),(1997-98),59,4,884,119,262,45%,19,44,43%,44,66,67%,38,76,114,94,38,8,43,115,301,,---,---,14.98,2.02,4.44,45%,0.32,0.75,43%,0.75,1.12,67%,0.64,1.29,1.93,1.59,0.64,0.14,0.73,1.95,5.10
Dontonio,Wingfield,F,Playoffs,(1995-96),(1996-97),8,0,78,10,23,43%,6,10,60%,6,10,60%,10,6,16,5,1,0,5,13,32,,---,---,9.75,1.25,2.88,43%,0.75,1.25,60%,0.75,1.25,60%,1.25,0.75,2.00,0.63,0.13,0.00,0.63,1.63,4.00
Harthorne,Wingo,F,Playoffs,(1972-73),(1974-75),11,,104,21,47,45%,---,---,---,8,12,67%,11,14,32,8,5,0,---,10,50,,---,---,9.45,1.91,4.27,45%,---,---,---,0.73,1.09,67%,1.00,1.27,2.91,0.73,0.45,0.00,---,0.91,4.55
Marv,Winkler,G,Playoffs,(1970-71),(1970-71),5,,8,0,4,0%,---,---,---,0,0,,---,---,0,1,---,---,---,3,0,,---,---,1.60,0.00,0.80,0%,---,---,---,0.00,0.00,,---,---,0.00,0.20,---,---,---,0.60,0.00
Justise,Winslow,F ,Playoffs,(2015-16),(2017-18),18,2,455,47,116,41%,12,37,32%,33,47,70%,24,72,96,21,12,8,20,52,139,,---,---,25.28,2.61,6.44,41%,0.67,2.06,32%,1.83,2.61,70%,1.33,4.00,5.33,1.17,0.67,0.44,1.11,2.89,7.72
Brian,Winters,G-F,Playoffs,(1975-76),(1982-83),41,,"1,352",269,549,49%,19,48,40%,80,99,81%,26,92,118,192,52,16,96,123,637,,---,---,32.98,6.56,13.39,49%,0.46,1.17,40%,1.95,2.41,81%,0.63,2.24,2.88,4.68,1.27,0.39,2.34,3.00,15.54
Willie,Wise,F,Playoffs,(1976-77),(1976-77),6,,106,14,41,34%,---,---,---,17,25,68%,6,22,28,3,0,1,---,16,45,,---,---,17.67,2.33,6.83,34%,---,---,---,2.83,4.17,68%,1.00,3.67,4.67,0.50,0.00,0.17,---,2.67,7.50
